Date,Security_ID,TASE_Symbol,US_Ticker,Weight,US_Return
21/01/2026,273011,NICE,NICE,3.60835,0.008029992
21/01/2026,1084557,NVMI,NVMI,5.12143,0.024176586
21/01/2026,1134402,ORA,ORA,5.42165,0.036885937
21/01/2026,629014,TEVA,TEVA,6.32339,0.001594363
21/01/2026,1082379,TSEM,TSEM,7.53044,0.034263552
22/01/2026,1095264,CAMT,CAMT,5.54458,-0.024260254
22/01/2026,720011,ENLT,ENLT,5.87202,0.0158251
22/01/2026,1081124,ESLT,ESLT,4.61308,-0.006001752
22/01/2026,281014,ICL,ICL,4.13484,0.0
22/01/2026,273011,NICE,NICE,3.60835,-0.006815403
22/01/2026,1084557,NVMI,NVMI,5.12143,-0.003563548
22/01/2026,1134402,ORA,ORA,5.42165,0.008196733
22/01/2026,629014,TEVA,TEVA,6.32339,0.007959249
22/01/2026,1082379,TSEM,TSEM,7.53044,-0.02578326
23/01/2026,1095264,CAMT,CAMT,5.54458,0.005953258
23/01/2026,720011,ENLT,ENLT,5.87202,0.037091989
23/01/2026,1081124,ESLT,ESLT,4.61308,0.014304881
23/01/2026,281014,ICL,ICL,4.13484,0.003717483
23/01/2026,273011,NICE,NICE,3.60835,0.019873482
23/01/2026,1084557,NVMI,NVMI,5.12143,-0.000997012
23/01/2026,1134402,ORA,ORA,5.42165,0.003414628
23/01/2026,629014,TEVA,TEVA,6.32339,0.004737828
23/01/2026,1082379,TSEM,TSEM,7.53044,-0.010463153
26/01/2026,1095264,CAMT,CAMT,5.54458,-0.006892748
26/01/2026,720011,ENLT,ENLT,5.87202,0.009477872
26/01/2026,1081124,ESLT,ESLT,4.61308,-0.013630215
26/01/2026,281014,ICL,ICL,4.13484,-0.001851857
26/01/2026,273011,NICE,NICE,3.60835,0.014505383
26/01/2026,1084557,NVMI,NVMI,5.12143,0.002495051
26/01/2026,1134402,ORA,ORA,5.42165,0.001377355
26/01/2026,629014,TEVA,TEVA,6.32339,0.010374094
26/01/2026,1082379,TSEM,TSEM,7.53044,-0.012206439
27/01/2026,1095264,CAMT,CAMT,5.54458,0.036034769
27/01/2026,720011,ENLT,ENLT,5.87202,0.036669613
27/01/2026,1081124,ESLT,ESLT,4.61308,0.029174132
27/01/2026,281014,ICL,ICL,4.13484,0.018552841
27/01/2026,273011,NICE,NICE,3.60835,-0.020155007
27/01/2026,1084557,NVMI,NVMI,5.12143,0.03248498
27/01/2026,1134402,ORA,ORA,5.42165,0.021118263
27/01/2026,629014,TEVA,TEVA,6.32339,0.012134393
27/01/2026,1082379,TSEM,TSEM,7.53044,0.043840944
28/01/2026,1095264,CAMT,CAMT,5.54458,0.016172685
28/01/2026,720011,ENLT,ENLT,5.87202,-0.004101191
28/01/2026,1081124,ESLT,ESLT,4.61308,0.001301601
28/01/2026,281014,ICL,ICL,4.13484,-0.003642998
28/01/2026,273011,NICE,NICE,3.60835,-0.023030966
28/01/2026,1084557,NVMI,NVMI,5.12143,0.021191828
28/01/2026,1134402,ORA,ORA,5.42165,0.014025356
28/01/2026,629014,TEVA,TEVA,6.32339,0.020903791
28/01/2026,1082379,TSEM,TSEM,7.53044,0.047579534
29/01/2026,1095264,CAMT,CAMT,5.54458,0.036358839
29/01/2026,720011,ENLT,ENLT,5.87202,-0.006691822
29/01/2026,1081124,ESLT,ESLT,4.61308,-0.012383164
29/01/2026,281014,ICL,ICL,4.13484,0.0
29/01/2026,273011,NICE,NICE,3.60835,-0.025103481
29/01/2026,1084557,NVMI,NVMI,5.12143,0.021450003
29/01/2026,1134402,ORA,ORA,5.42165,0.00039075
29/01/2026,629014,TEVA,TEVA,6.32339,-0.004215579
29/01/2026,1082379,TSEM,TSEM,7.53044,-0.03037491
30/01/2026,1095264,CAMT,CAMT,5.54458,-0.058472054
30/01/2026,720011,ENLT,ENLT,5.87202,-0.040076001
30/01/2026,1081124,ESLT,ESLT,4.61308,-0.026614787
30/01/2026,281014,ICL,ICL,4.13484,-0.02193782
30/01/2026,273011,NICE,NICE,3.60835,-0.01790489
30/01/2026,1084557,NVMI,NVMI,5.12143,-0.079959022
30/01/2026,1134402,ORA,ORA,5.42165,-0.024058754
30/01/2026,629014,TEVA,TEVA,6.32339,0.030541341
30/01/2026,1082379,TSEM,TSEM,7.53044,0.000148386
02/02/2026,1095264,CAMT,CAMT,5.54458,-0.031324619
02/02/2026,720011,ENLT,ENLT,5.87202,0.060824205
02/02/2026,1081124,ESLT,ESLT,4.61308,-0.007116729
02/02/2026,281014,ICL,ICL,4.13484,0.001869164
02/02/2026,273011,NICE,NICE,3.60835,0.027816925
02/02/2026,1084557,NVMI,NVMI,5.12143,-0.00805959
02/02/2026,1134402,ORA,ORA,5.42165,0.006643132
02/02/2026,629014,TEVA,TEVA,6.32339,0.042253479
02/02/2026,1082379,TSEM,TSEM,7.53044,0.016032092
03/02/2026,1095264,CAMT,CAMT,5.54458,-0.003804485
03/02/2026,720011,ENLT,ENLT,5.87202,0.050551306
03/02/2026,1081124,ESLT,ESLT,4.61308,0.032168818
03/02/2026,281014,ICL,ICL,4.13484,0.031716512
03/02/2026,273011,NICE,NICE,3.60835,-0.003565872
03/02/2026,1084557,NVMI,NVMI,5.12143,-0.018694243
03/02/2026,1134402,ORA,ORA,5.42165,0.031327115
03/02/2026,629014,TEVA,TEVA,6.32339,0.020551789
03/02/2026,1082379,TSEM,TSEM,7.53044,-0.003579557
04/02/2026,1095264,CAMT,CAMT,5.54458,-0.061173934
04/02/2026,720011,ENLT,ENLT,5.87202,-0.045050878
04/02/2026,1081124,ESLT,ESLT,4.61308,-0.055582588
04/02/2026,281014,ICL,ICL,4.13484,0.001808236
04/02/2026,273011,NICE,NICE,3.60835,0.032391252
04/02/2026,1084557,NVMI,NVMI,5.12143,-0.067360743
04/02/2026,1134402,ORA,ORA,5.42165,-0.022434669
04/02/2026,629014,TEVA,TEVA,6.32339,-0.035586232
04/02/2026,1082379,TSEM,TSEM,7.53044,-0.110850409
05/02/2026,1095264,CAMT,CAMT,5.021,0.062975522
05/02/2026,720011,ENLT,ENLT,7.68231,-0.047176208
05/02/2026,1081124,ESLT,ESLT,6.14483,-0.008514799
05/02/2026,281014,ICL,ICL,3.78765,-0.021660627
05/02/2026,273011,NICE,NICE,3.64473,-0.018042829
05/02/2026,1084557,NVMI,NVMI,5.57225,0.026633569
05/02/2026,1134402,ORA,ORA,5.14668,-0.04369087
05/02/2026,629014,TEVA,TEVA,7.99087,-0.004576655
05/02/2026,1082379,TSEM,TSEM,7.4121,0.06431401
06/02/2026,1095264,CAMT,CAMT,5.021,0.056055585
06/02/2026,720011,ENLT,ENLT,7.68231,0.064951197
06/02/2026,1081124,ESLT,ESLT,6.14483,-0.01364582
06/02/2026,281014,ICL,ICL,3.78765,0.012915078
06/02/2026,273011,NICE,NICE,3.64473,0.012490923
06/02/2026,1084557,NVMI,NVMI,5.57225,0.077898389
06/02/2026,1134402,ORA,ORA,5.14668,0.015586314
06/02/2026,629014,TEVA,TEVA,7.99087,-0.003160937
06/02/2026,1082379,TSEM,TSEM,7.4121,0.077161383
09/02/2026,1095264,CAMT,CAMT,5.021,0.00952891
09/02/2026,720011,ENLT,ENLT,7.68231,0.001166531
09/02/2026,1081124,ESLT,ESLT,6.14483,0.008736838
09/02/2026,281014,ICL,ICL,3.78765,0.0236794
09/02/2026,273011,NICE,NICE,3.64473,-0.004380456
09/02/2026,1084557,NVMI,NVMI,5.57225,0.008131297
09/02/2026,1134402,ORA,ORA,5.14668,-0.004709721
09/02/2026,629014,TEVA,TEVA,7.99087,-0.006341811
09/02/2026,1082379,TSEM,TSEM,7.4121,0.061061607
10/02/2026,1095264,CAMT,CAMT,5.021,0.023663903
10/02/2026,720011,ENLT,ENLT,7.68231,0.030958667
10/02/2026,1081124,ESLT,ESLT,6.14483,0.012462523
10/02/2026,281014,ICL,ICL,3.78765,0.014234918
10/02/2026,273011,NICE,NICE,3.64473,0.019753945
10/02/2026,1084557,NVMI,NVMI,5.57225,-0.006232644
10/02/2026,1134402,ORA,ORA,5.14668,0.011829988
10/02/2026,629014,TEVA,TEVA,7.99087,-0.00290114
10/02/2026,1082379,TSEM,TSEM,7.4121,-0.074289918
11/02/2026,1095264,CAMT,CAMT,5.021,0.028636387
11/02/2026,720011,ENLT,ENLT,7.68231,0.028576049
11/02/2026,1081124,ESLT,ESLT,6.14483,-0.020996231
11/02/2026,281014,ICL,ICL,3.78765,0.008771956
11/02/2026,273011,NICE,NICE,3.64473,-0.022893356
11/02/2026,1084557,NVMI,NVMI,5.57225,0.032617186
11/02/2026,1134402,ORA,ORA,5.14668,-0.007176284
11/02/2026,629014,TEVA,TEVA,7.99087,-0.001745637
11/02/2026,1082379,TSEM,TSEM,7.4121,-0.015596432
12/02/2026,1095264,CAMT,CAMT,5.021,-0.019127572
12/02/2026,720011,ENLT,ENLT,7.68231,0.006278473
12/02/2026,1081124,ESLT,ESLT,6.14483,0.018589052
12/02/2026,281014,ICL,ICL,3.78765,-0.003478271
12/02/2026,273011,NICE,NICE,3.64473,-0.047580416
12/02/2026,1084557,NVMI,NVMI,5.57225,-0.067839354
12/02/2026,1134402,ORA,ORA,5.14668,-0.022171647
12/02/2026,629014,TEVA,TEVA,7.99087,-0.011367041
12/02/2026,1082379,TSEM,TSEM,7.4121,-0.00639691
13/02/2026,1095264,CAMT,CAMT,5.021,0.042605193
13/02/2026,720011,ENLT,ENLT,7.68231,0.011776591
13/02/2026,1081124,ESLT,ESLT,6.14483,-0.001240313
13/02/2026,281014,ICL,ICL,3.78765,0.0
13/02/2026,273011,NICE,NICE,3.64473,-0.020247889
13/02/2026,1084557,NVMI,NVMI,5.57225,0.000473502
13/02/2026,1134402,ORA,ORA,5.14668,-0.018355438
13/02/2026,629014,TEVA,TEVA,7.99087,0.001768909
13/02/2026,1082379,TSEM,TSEM,7.4121,-0.036232941
17/02/2026,1095264,CAMT,CAMT,5.021,-0.030864198
17/02/2026,720011,ENLT,ENLT,7.68231,0.160410069
17/02/2026,1081124,ESLT,ESLT,6.14483,0.026122412
17/02/2026,281014,ICL,ICL,3.78765,0.008726029
17/02/2026,273011,NICE,NICE,3.64473,-0.079575135
17/02/2026,1084557,NVMI,NVMI,5.57225,-0.003267559
17/02/2026,1134402,ORA,ORA,5.14668,0.051019492
17/02/2026,629014,TEVA,TEVA,7.99087,0.012654512
17/02/2026,1082379,TSEM,TSEM,7.4121,-0.007456942
18/02/2026,1095264,CAMT,CAMT,5.021,0.003439448
18/02/2026,720011,ENLT,ENLT,7.68231,-0.030556603
18/02/2026,1081124,ESLT,ESLT,6.14483,0.021682826
18/02/2026,281014,ICL,ICL,3.78765,-0.048442964
18/02/2026,273011,NICE,NICE,3.64473,0.033469757
18/02/2026,1084557,NVMI,NVMI,5.57225,0.021568603
18/02/2026,1134402,ORA,ORA,5.14668,-0.025599703
18/02/2026,629014,TEVA,TEVA,7.99087,-0.008718374
18/02/2026,1082379,TSEM,TSEM,7.4121,0.004460849
19/02/2026,1095264,CAMT,CAMT,5.021,-0.027611978
19/02/2026,720011,ENLT,ENLT,7.68231,-0.057146747
19/02/2026,1081124,ESLT,ESLT,6.14483,0.0298385
19/02/2026,281014,ICL,ICL,3.78765,-0.019999972
19/02/2026,273011,NICE,NICE,3.64473,0.132487341
19/02/2026,1084557,NVMI,NVMI,5.57225,-0.02031646
19/02/2026,1134402,ORA,ORA,5.14668,-0.008179144
19/02/2026,629014,TEVA,TEVA,7.99087,0.006449757
19/02/2026,1082379,TSEM,TSEM,7.4121,-0.01940012
20/02/2026,1095264,CAMT,CAMT,5.021,-0.033226687
20/02/2026,720011,ENLT,ENLT,7.68231,0.018168604
20/02/2026,1081124,ESLT,ESLT,6.14483,-0.007640614
20/02/2026,281014,ICL,ICL,3.78765,0.007421083
20/02/2026,273011,NICE,NICE,3.64473,0.055042575
20/02/2026,1084557,NVMI,NVMI,5.57225,-0.00323045
20/02/2026,1134402,ORA,ORA,5.14668,-0.03440233
20/02/2026,629014,TEVA,TEVA,7.99087,-0.003204212
20/02/2026,1082379,TSEM,TSEM,7.4121,0.020737332
23/02/2026,1095264,CAMT,CAMT,5.021,0.033828456
23/02/2026,720011,ENLT,ENLT,7.68231,0.023269053
23/02/2026,1081124,ESLT,ESLT,6.14483,0.028769386
23/02/2026,281014,ICL,ICL,3.78765,-0.027624215
23/02/2026,273011,NICE,NICE,3.64473,-0.028294687
23/02/2026,1084557,NVMI,NVMI,5.57225,0.002923598
23/02/2026,1134402,ORA,ORA,5.14668,-0.006297444
23/02/2026,629014,TEVA,TEVA,7.99087,-0.00905907
23/02/2026,1082379,TSEM,TSEM,7.4121,-0.008095282
24/02/2026,1095264,CAMT,CAMT,5.021,0.069688447
24/02/2026,720011,ENLT,ENLT,7.68231,-0.026088208
24/02/2026,1081124,ESLT,ESLT,6.14483,0.021379332
24/02/2026,281014,ICL,ICL,3.78765,-0.017045504
24/02/2026,273011,NICE,NICE,3.64473,-0.001136737
24/02/2026,1084557,NVMI,NVMI,5.57225,0.028224053
24/02/2026,1134402,ORA,ORA,5.14668,0.005729663
24/02/2026,629014,TEVA,TEVA,7.99087,0.000294849
24/02/2026,1082379,TSEM,TSEM,7.4121,-0.011143358
25/02/2026,1095264,CAMT,CAMT,5.021,0.032055196
25/02/2026,720011,ENLT,ENLT,7.68231,-0.006732578
25/02/2026,1081124,ESLT,ESLT,6.14483,-0.007878979
25/02/2026,281014,ICL,ICL,3.78765,-0.017340999
25/02/2026,273011,NICE,NICE,3.64473,-0.027488461
25/02/2026,1084557,NVMI,NVMI,5.57225,0.00437348
25/02/2026,1134402,ORA,ORA,5.14668,0.010444483
25/02/2026,629014,TEVA,TEVA,7.99087,-0.008844318
25/02/2026,1082379,TSEM,TSEM,7.4121,-0.000317442
26/02/2026,1095264,CAMT,CAMT,5.021,-0.003667959
26/02/2026,720011,ENLT,ENLT,7.68231,0.010239497
26/02/2026,1081124,ESLT,ESLT,6.14483,0.012931436
26/02/2026,281014,ICL,ICL,3.78765,-0.035294127
26/02/2026,273011,NICE,NICE,3.64473,0.043298275
26/02/2026,1084557,NVMI,NVMI,5.57225,-0.033347236
26/02/2026,1134402,ORA,ORA,5.14668,-0.090466353
26/02/2026,629014,TEVA,TEVA,7.99087,0.004461676
26/02/2026,1082379,TSEM,TSEM,7.4121,-0.016908826
27/02/2026,1095264,CAMT,CAMT,5.021,-0.006056673
27/02/2026,720011,ENLT,ENLT,7.68231,-0.040114276
27/02/2026,1081124,ESLT,ESLT,6.14483,0.004900103
27/02/2026,281014,ICL,ICL,3.78765,-0.024390218
27/02/2026,273011,NICE,NICE,3.64473,0.003019831
27/02/2026,1084557,NVMI,NVMI,5.57225,-0.006587147
27/02/2026,1134402,ORA,ORA,5.14668,-0.026016801
27/02/2026,629014,TEVA,TEVA,7.99087,0.002665092
27/02/2026,1082379,TSEM,TSEM,7.4121,0.008317235
02/03/2026,1095264,CAMT,CAMT,5.021,0.024374227
02/03/2026,720011,ENLT,ENLT,7.68231,0.091314687
02/03/2026,1081124,ESLT,ESLT,6.14483,0.078435464
02/03/2026,281014,ICL,ICL,3.78765,0.049999945
02/03/2026,273011,NICE,NICE,3.64473,0.001118256
02/03/2026,1084557,NVMI,NVMI,5.57225,0.021282475
02/03/2026,1134402,ORA,ORA,5.14668,0.033269089
02/03/2026,629014,TEVA,TEVA,7.99087,-0.002658008
02/03/2026,1082379,TSEM,TSEM,7.4121,0.109874216
03/03/2026,1095264,CAMT,CAMT,5.021,-0.051670849
03/03/2026,720011,ENLT,ENLT,7.68231,-0.01226484
03/03/2026,1081124,ESLT,ESLT,6.14483,-0.007572066
03/03/2026,281014,ICL,ICL,3.78765,-0.019841233
03/03/2026,273011,NICE,NICE,3.64473,0.061178922
03/03/2026,1084557,NVMI,NVMI,5.57225,-0.051204845
03/03/2026,1134402,ORA,ORA,5.14668,-0.010172697
03/03/2026,629014,TEVA,TEVA,7.99087,-0.044122051
03/03/2026,1082379,TSEM,TSEM,7.4121,-0.094234778
04/03/2026,1095264,CAMT,CAMT,5.021,0.021216389
04/03/2026,720011,ENLT,ENLT,7.68231,0.023868593
04/03/2026,1081124,ESLT,ESLT,6.14483,0.075229603
04/03/2026,281014,ICL,ICL,3.78765,-0.00809719
04/03/2026,273011,NICE,NICE,3.64473,0.027206483
04/03/2026,1084557,NVMI,NVMI,5.57225,0.038494991
04/03/2026,1134402,ORA,ORA,5.14668,0.016217267
04/03/2026,629014,TEVA,TEVA,7.99087,0.019516762
04/03/2026,1082379,TSEM,TSEM,7.4121,-0.016171424
05/03/2026,1095264,CAMT,CAMT,5.021,-0.00620257
05/03/2026,720011,ENLT,ENLT,7.68231,0.039886796
05/03/2026,1081124,ESLT,ESLT,6.14483,0.003502797
05/03/2026,281014,ICL,ICL,3.78765,0.002040822
05/03/2026,273011,NICE,NICE,3.64473,0.010011069
05/03/2026,1084557,NVMI,NVMI,5.57225,-0.009102824
05/03/2026,1134402,ORA,ORA,5.14668,0.000278354
05/03/2026,629014,TEVA,TEVA,7.99087,-0.035247641
05/03/2026,1082379,TSEM,TSEM,7.4121,-0.023967604
06/03/2026,1095264,CAMT,CAMT,5.021,-0.107374425
06/03/2026,720011,ENLT,ENLT,7.68231,0.001814169
06/03/2026,1081124,ESLT,ESLT,6.14483,0.054093053
06/03/2026,281014,ICL,ICL,3.78765,0.006109998
06/03/2026,273011,NICE,NICE,3.64473,-0.004760854
06/03/2026,1084557,NVMI,NVMI,5.57225,-0.060032036
06/03/2026,1134402,ORA,ORA,5.14668,0.010110421
06/03/2026,629014,TEVA,TEVA,7.99087,-0.022047268
06/03/2026,1082379,TSEM,TSEM,7.4121,-0.082545251
09/03/2026,1095264,CAMT,CAMT,5.021,0.05383211
09/03/2026,720011,ENLT,ENLT,7.68231,0.013581724
09/03/2026,1081124,ESLT,ESLT,6.14483,-0.035849336
09/03/2026,281014,ICL,ICL,3.78765,0.080971702
09/03/2026,273011,NICE,NICE,3.64473,-0.0148212
09/03/2026,1084557,NVMI,NVMI,5.57225,0.052828658
09/03/2026,1134402,ORA,ORA,5.14668,0.008723573
09/03/2026,629014,TEVA,TEVA,7.99087,0.014492779
09/03/2026,1082379,TSEM,TSEM,7.4121,0.044036558
10/03/2026,1095264,CAMT,CAMT,5.021,0.006699261
10/03/2026,720011,ENLT,ENLT,7.68231,-0.106304259
10/03/2026,1081124,ESLT,ESLT,6.14483,-0.02820805
10/03/2026,281014,ICL,ICL,3.78765,-0.038352552
10/03/2026,273011,NICE,NICE,3.64473,-0.02419805
10/03/2026,1084557,NVMI,NVMI,5.57225,-0.002055106
10/03/2026,1134402,ORA,ORA,5.14668,0.010115674
10/03/2026,629014,TEVA,TEVA,7.99087,0.000634935
10/03/2026,1082379,TSEM,TSEM,7.4121,0.012298616
11/03/2026,1095264,CAMT,CAMT,5.021,0.032441818
11/03/2026,720011,ENLT,ENLT,7.68231,-0.016278729
11/03/2026,1081124,ESLT,ESLT,6.14483,0.00461737
11/03/2026,281014,ICL,ICL,3.78765,0.025540203
11/03/2026,273011,NICE,NICE,3.64473,-0.019251106
11/03/2026,1084557,NVMI,NVMI,5.57225,0.008329999
11/03/2026,1134402,ORA,ORA,5.14668,-0.022103907
11/03/2026,629014,TEVA,TEVA,7.99087,-0.033312219
11/03/2026,1082379,TSEM,TSEM,7.4121,0.021902851
12/03/2026,1095264,CAMT,CAMT,5.021,-0.054539837
12/03/2026,720011,ENLT,ENLT,7.68231,0.000580649
12/03/2026,1081124,ESLT,ESLT,6.14483,-0.017408634
12/03/2026,281014,ICL,ICL,3.78765,0.044061308
12/03/2026,273011,NICE,NICE,3.64473,-0.015553545
12/03/2026,1084557,NVMI,NVMI,5.57225,-0.035936398
12/03/2026,1134402,ORA,ORA,5.14668,0.015407309
12/03/2026,629014,TEVA,TEVA,7.99087,-0.038398428
12/03/2026,1082379,TSEM,TSEM,7.4121,-0.007535177
13/03/2026,1095264,CAMT,CAMT,5.021,-0.023402211
13/03/2026,720011,ENLT,ENLT,7.68231,0.018134339
13/03/2026,1081124,ESLT,ESLT,6.14483,0.006098158
13/03/2026,281014,ICL,ICL,3.78765,-0.014678886
13/03/2026,273011,NICE,NICE,3.64473,-0.008195347
13/03/2026,1084557,NVMI,NVMI,5.57225,0.020209043
13/03/2026,1134402,ORA,ORA,5.14668,0.002907502
13/03/2026,629014,TEVA,TEVA,7.99087,-0.024914661
13/03/2026,1082379,TSEM,TSEM,7.4121,0.052049925
16/03/2026,1095264,CAMT,CAMT,5.021,0.022352006
16/03/2026,720011,ENLT,ENLT,7.68231,0.0722428
16/03/2026,1081124,ESLT,ESLT,6.14483,0.003891603
16/03/2026,281014,ICL,ICL,3.78765,-0.007448783
16/03/2026,273011,NICE,NICE,3.64473,0.00383335
16/03/2026,1084557,NVMI,NVMI,5.57225,0.021348562
16/03/2026,1134402,ORA,ORA,5.14668,-0.006251086
16/03/2026,629014,TEVA,TEVA,7.99087,0.031151537
16/03/2026,1082379,TSEM,TSEM,7.4121,0.110335997
17/03/2026,1095264,CAMT,CAMT,5.021,0.053049714
17/03/2026,720011,ENLT,ENLT,7.68231,-0.00571429
17/03/2026,1081124,ESLT,ESLT,6.14483,0.159897104
17/03/2026,281014,ICL,ICL,3.78765,0.009380899
17/03/2026,273011,NICE,NICE,3.64473,0.00874072
17/03/2026,1084557,NVMI,NVMI,5.57225,0.017749832
17/03/2026,1134402,ORA,ORA,5.14668,-0.015407078
17/03/2026,629014,TEVA,TEVA,7.99087,0.021384966
17/03/2026,1082379,TSEM,TSEM,7.4121,-0.004405291
18/03/2026,1095264,CAMT,CAMT,5.021,0.03934159
18/03/2026,720011,ENLT,ENLT,7.68231,0.025795246
18/03/2026,1081124,ESLT,ESLT,6.14483,-0.059901619
18/03/2026,281014,ICL,ICL,3.78765,-0.020446121
18/03/2026,273011,NICE,NICE,3.64473,-0.011861728
18/03/2026,1084557,NVMI,NVMI,5.57225,0.027563295
18/03/2026,1134402,ORA,ORA,5.14668,-0.00462963
18/03/2026,629014,TEVA,TEVA,7.99087,-0.015952128
18/03/2026,1082379,TSEM,TSEM,7.4121,0.02974036
19/03/2026,1095264,CAMT,CAMT,5.021,0.03329336
19/03/2026,720011,ENLT,ENLT,7.68231,0.001172591
19/03/2026,1081124,ESLT,ESLT,6.14483,0.002600732
19/03/2026,281014,ICL,ICL,3.78765,-0.015180251
19/03/2026,273011,NICE,NICE,3.64473,0.016516282
19/03/2026,1084557,NVMI,NVMI,5.57225,0.031192659
19/03/2026,1134402,ORA,ORA,5.14668,0.028092992
19/03/2026,629014,TEVA,TEVA,7.99087,-0.005741306
19/03/2026,1082379,TSEM,TSEM,7.4121,0.169906974
20/03/2026,1095264,CAMT,CAMT,5.021,-0.036574764
20/03/2026,720011,ENLT,ENLT,7.68231,-0.069885416
20/03/2026,1081124,ESLT,ESLT,6.14483,-0.036922743
20/03/2026,281014,ICL,ICL,3.78765,-0.050096383
20/03/2026,273011,NICE,NICE,3.64473,-0.008710225
20/03/2026,1084557,NVMI,NVMI,5.57225,-0.01436197
20/03/2026,1134402,ORA,ORA,5.14668,-0.037097345
20/03/2026,629014,TEVA,TEVA,7.99087,-0.024116881
20/03/2026,1082379,TSEM,TSEM,7.4121,-0.014751908
23/03/2026,1095264,CAMT,CAMT,5.021,0.038204257
23/03/2026,720011,ENLT,ENLT,7.68231,0.038337734
23/03/2026,1081124,ESLT,ESLT,6.14483,-0.019321182
23/03/2026,281014,ICL,ICL,3.78765,0.028397637
23/03/2026,273011,NICE,NICE,3.64473,-0.011405867
23/03/2026,1084557,NVMI,NVMI,5.57225,0.011970788
23/03/2026,1134402,ORA,ORA,5.14668,0.025559117
23/03/2026,629014,TEVA,TEVA,7.99087,0.001392305
23/03/2026,1082379,TSEM,TSEM,7.4121,0.051946463
24/03/2026,1095264,CAMT,CAMT,5.021,0.040687272
24/03/2026,720011,ENLT,ENLT,7.68231,-0.008354706
24/03/2026,1081124,ESLT,ESLT,6.14483,-0.009036983
24/03/2026,281014,ICL,ICL,3.78765,0.015779077
24/03/2026,273011,NICE,NICE,3.64473,-0.060080323
24/03/2026,1084557,NVMI,NVMI,5.57225,0.030921481
24/03/2026,1134402,ORA,ORA,5.14668,0.006413753
24/03/2026,629014,TEVA,TEVA,7.99087,0.012860581
24/03/2026,1082379,TSEM,TSEM,7.4121,0.050485111
25/03/2026,1095264,CAMT,CAMT,5.021,-0.02353598
25/03/2026,720011,ENLT,ENLT,7.68231,-0.034651387
25/03/2026,1081124,ESLT,ESLT,6.14483,0.019110457
25/03/2026,281014,ICL,ICL,3.78765,0.0
25/03/2026,273011,NICE,NICE,3.64473,-0.004273515
25/03/2026,1084557,NVMI,NVMI,5.57225,-0.008549109
25/03/2026,1134402,ORA,ORA,5.14668,0.007829576
25/03/2026,629014,TEVA,TEVA,7.99087,0.010981459
25/03/2026,1082379,TSEM,TSEM,7.4121,0.043800453
26/03/2026,1095264,CAMT,CAMT,5.021,-0.086931694
26/03/2026,720011,ENLT,ENLT,7.68231,0.01266894
26/03/2026,1081124,ESLT,ESLT,6.14483,-0.023774595
26/03/2026,281014,ICL,ICL,3.78765,0.005825191
26/03/2026,273011,NICE,NICE,3.64473,-0.000913145
26/03/2026,1084557,NVMI,NVMI,5.57225,-0.057492548
26/03/2026,1134402,ORA,ORA,5.14668,0.001806726
26/03/2026,629014,TEVA,TEVA,7.99087,0.010862241
26/03/2026,1082379,TSEM,TSEM,7.4121,-0.074494079
27/03/2026,1095264,CAMT,CAMT,5.021,-0.040848234
27/03/2026,720011,ENLT,ENLT,7.68231,-0.082707873
27/03/2026,1081124,ESLT,ESLT,6.14483,-0.022915643
27/03/2026,281014,ICL,ICL,3.78765,0.003861
27/03/2026,273011,NICE,NICE,3.64473,-0.009688375
27/03/2026,1084557,NVMI,NVMI,5.57225,-0.028416447
27/03/2026,1134402,ORA,ORA,5.14668,0.009918832
27/03/2026,629014,TEVA,TEVA,7.99087,-0.034922797
27/03/2026,1082379,TSEM,TSEM,7.4121,-0.01580029
30/03/2026,1095264,CAMT,CAMT,5.021,-0.057849051
30/03/2026,720011,ENLT,ENLT,7.68231,-0.026064575
30/03/2026,1081124,ESLT,ESLT,6.14483,-0.060989615
30/03/2026,281014,ICL,ICL,3.78765,-0.001923029
30/03/2026,273011,NICE,NICE,3.64473,0.00387631
30/03/2026,1084557,NVMI,NVMI,5.57225,-0.062375182
30/03/2026,1134402,ORA,ORA,5.14668,-0.022857121
30/03/2026,629014,TEVA,TEVA,7.99087,-0.013569916
30/03/2026,1082379,TSEM,TSEM,7.4121,-0.077594209
31/03/2026,1095264,CAMT,CAMT,5.021,0.049494625
31/03/2026,720011,ENLT,ENLT,7.68231,0.062081931
31/03/2026,1081124,ESLT,ESLT,6.14483,0.039570511
31/03/2026,281014,ICL,ICL,3.78765,-0.001926826
31/03/2026,273011,NICE,NICE,3.64473,0.013698681
31/03/2026,1084557,NVMI,NVMI,5.57225,0.050940123
31/03/2026,1134402,ORA,ORA,5.14668,0.022660779
31/03/2026,629014,TEVA,TEVA,7.99087,0.062433878
31/03/2026,1082379,TSEM,TSEM,7.4121,0.106570776
01/04/2026,1095264,CAMT,CAMT,5.021,0.0467647009389071
01/04/2026,720011,ENLT,ENLT,7.68231,0.0397011280348944
01/04/2026,1081124,ESLT,ESLT,6.14483,0.0558715812704764
01/04/2026,281014,ICL,ICL,3.78765,0.0115830009204429
01/04/2026,273011,NICE,NICE,3.64473,-0.0013604346360666
01/04/2026,1084557,NVMI,NVMI,5.57225,0.0264115346157864
01/04/2026,1134402,ORA,ORA,5.14668,0.0153681312441298
01/04/2026,629014,TEVA,TEVA,7.99087,0.0043160410738525
01/04/2026,1082379,TSEM,TSEM,7.4121,0.0660474805041313
